#Copernicus Marine Service - https://marine.copernicus.eu
#Product SST_GLO_SST_L4_NRT_OBSERVATIONS_010_001 - https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=SST_GLO_SST_L4_NRT_OBSERVATIONS_010_001
#Dataset METOFFICE-GLO-SST-L4-NRT-OBS-SST-MON-V2
#Variable analysed_sst (kelvin)
#Longitude: 46.48°W Latitude: 26.25°S

time,analysed_sst
"2014-04-15T12:00:00.000Z",298.34
"2014-05-15T12:00:00.000Z",296.94998
"2014-06-15T12:00:00.000Z",295.8
"2014-07-15T12:00:00.000Z",294.55
"2014-08-15T12:00:00.000Z",294.22
"2014-09-15T12:00:00.000Z",294.62
"2014-10-15T12:00:00.000Z",295.47998
"2014-11-15T12:00:00.000Z",296.78
"2014-12-15T12:00:00.000Z",298.00998
"2015-01-15T12:00:00.000Z",300.25
"2015-02-15T12:00:00.000Z",299.85
"2015-03-15T12:00:00.000Z",299.72
"2015-04-15T12:00:00.000Z",298.44998
"2015-05-15T12:00:00.000Z",296.78
"2015-06-15T12:00:00.000Z",295.72
"2015-07-15T12:00:00.000Z",294.65
"2015-08-15T12:00:00.000Z",295.03
"2015-09-15T12:00:00.000Z",294.57
"2015-10-15T12:00:00.000Z",295.13998
"2015-11-15T12:00:00.000Z",296.65
"2015-12-15T12:00:00.000Z",298.62
"2016-01-15T12:00:00.000Z",299.56
"2016-02-15T12:00:00.000Z",300.49
"2016-03-15T12:00:00.000Z",299.77
"2016-04-15T12:00:00.000Z",300.16998
"2016-05-15T12:00:00.000Z",297.00998
"2016-06-15T12:00:00.000Z",294.58
"2016-07-15T12:00:00.000Z",293.22
"2016-08-15T12:00:00.000Z",294.19
"2016-09-15T12:00:00.000Z",294.68
"2016-10-15T12:00:00.000Z",294.91998
"2016-11-15T12:00:00.000Z",296.52
"2016-12-15T12:00:00.000Z",297.66
"2017-01-15T12:00:00.000Z",301.15
"2017-02-15T12:00:00.000Z",300.52
"2017-03-15T12:00:00.000Z",299.69998
"2017-04-15T12:00:00.000Z",298.15
"2017-05-15T12:00:00.000Z",296.52
"2017-06-15T12:00:00.000Z",295.52
"2017-07-15T12:00:00.000Z",294.69998
"2017-08-15T12:00:00.000Z",294.21
"2017-09-15T12:00:00.000Z",294.4
"2017-10-15T12:00:00.000Z",295.21
"2017-11-15T12:00:00.000Z",295.9
"2017-12-15T12:00:00.000Z",297.63
"2018-01-15T12:00:00.000Z",299.18
"2018-02-15T12:00:00.000Z",299.24
"2018-03-15T12:00:00.000Z",300
"2018-04-15T12:00:00.000Z",299.22
"2018-05-15T12:00:00.000Z",297.44
"2018-06-15T12:00:00.000Z",295.69998
"2018-07-15T12:00:00.000Z",294.61
"2018-08-15T12:00:00.000Z",294.1
"2018-09-15T12:00:00.000Z",294.56
"2018-10-15T12:00:00.000Z",295.71
"2018-11-15T12:00:00.000Z",296.44998
"2018-12-15T12:00:00.000Z",298.50998
"2019-01-15T12:00:00.000Z",301.1
"2019-02-15T12:00:00.000Z",300.47
"2019-03-15T12:00:00.000Z",300.16998
"2019-04-15T12:00:00.000Z",299.29
"2019-05-15T12:00:00.000Z",298.47998
"2019-06-15T12:00:00.000Z",296.34
"2019-07-15T12:00:00.000Z",295.44
"2019-08-15T12:00:00.000Z",294.61
"2019-09-15T12:00:00.000Z",294
"2019-10-15T12:00:00.000Z",295.69998
"2019-11-15T12:00:00.000Z",297.12
"2019-12-15T12:00:00.000Z",297.61
"2020-01-15T12:00:00.000Z",299.6
"2020-02-15T12:00:00.000Z",299.49
"2020-03-15T12:00:00.000Z",299.08
"2020-04-15T12:00:00.000Z",298.50998
"2020-05-15T12:00:00.000Z",296.86
"2020-06-15T12:00:00.000Z",295.59
"2020-07-15T12:00:00.000Z",294.5
"2020-08-15T12:00:00.000Z",293.88998
"2020-09-15T12:00:00.000Z",294.97998
"2020-10-15T12:00:00.000Z",296.13
"2020-11-15T12:00:00.000Z",296.91998
"2020-12-15T12:00:00.000Z",298.63998
"2021-01-15T12:00:00.000Z",299.68
"2021-02-15T12:00:00.000Z",299.94998
"2021-03-15T12:00:00.000Z",299.86
"2021-04-15T12:00:00.000Z",298.53
