date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2020-12-31,-8.6,-80,760028711,0.1105,0
2020-12-31,-7.6,-80,760000510,0.7252,0
2020-12-31,-7.6,-80,760006125,0.4122,0
2020-12-31,-7.6,-80,760005124,0.5394,0
2020-12-31,-7.6,-80,760016079,0.4413,0
2020-12-31,-7.6,-80,760004606,0.5305,0
2020-12-31,-7.6,-80,760000850,0.6491,0
2020-12-31,-7.6,-80,760028488,0.1502,0
2020-12-31,-7.6,-80,760038246,0.3344,0
2020-12-31,-7.6,-80,760010474,0.0166,0
2020-12-31,-7.6,-80,760018812,0.5838,0
2020-12-31,-7.6,-80,760000881,0.4683,0
2020-12-31,-7.6,-80,760016662,0.153,0
2020-12-31,-7.6,-80,760013009,0.5169,0
2020-12-31,-8.2,-80,760018644,0.4666,0
2020-12-31,-8.2,-80,760018517,0.2077,0
2020-12-31,-8.2,-80,760018813,0.4213,0
2020-12-31,-8.2,-80,760003358,0.0163,0
2020-12-31,-8.2,-80,760000203,0.3605,0
2020-12-31,-7.4,-80,760015261,0.6986,0
2020-12-31,-7.4,-80,760012394,0.6941,0
2020-12-31,-7.4,-80,760010474,0.645,0
2020-12-31,-7.4,-80,760001111,0.3077,0
2020-12-31,-7.4,-80,760022295,0.4741,0
2020-12-31,-7.4,-80,760000680,0.4002,0
2020-12-31,-7.4,-80,760015259,0.3719,0
2020-12-31,-7.4,-80,760009908,0.1016,0
2020-12-31,-7.4,-80,760014964,0.6783,0
2020-12-31,-7.4,-80,760006709,0.2413,0
2020-12-31,-7.9,-80,760000203,0.4616,0
2020-12-31,-7.9,-80,760000680,0.4741,0
2020-12-31,-7.9,-80,760011391,0.3633,0
2020-12-31,-7.9,-80,760015724,0.4172,0
2020-12-31,-8.3,-80,760027200,1.9869,0.1505
2020-12-31,-8.3,-80,760018813,0.3913,0
2020-12-31,-8.3,-80,760018644,0.4027,0
2020-12-31,-8.3,-80,760000670,0.4055,0
2020-12-31,-8.3,-80,760000203,0.4841,0
2020-12-31,-8.3,-80,760000210,0.3313,0
2020-12-31,-8.3,-80,760003358,0.6263,0
2020-12-31,-8.3,-80,760016948,1.1283,0
2020-12-31,-7.7,-80,760000400,0.0533,0
2020-12-31,-7.7,-80,760000881,0.4936,0
2020-12-31,-7.7,-80,760013721,1.0986,0
2020-12-31,-7.7,-80,760028488,0.3561,0
2020-12-31,-7.7,-80,760038248,0.1594,0
2020-12-31,-8.4,-80,760003358,0.2961,0
2020-12-31,-8.4,-80,760027200,0.7702,0
2020-12-31,-8.4,-80,760000670,0.5166,0
2020-12-31,-8.4,-80,760000870,0.0372,0
2020-12-31,-8.4,-80,760000210,0.7169,0
2020-12-31,-8.4,-80,760000203,0.4541,0
2020-12-31,21.5,112,992019456,0.8508,0
2020-12-31,21.5,112,992019123,0.7599,0.2919
2020-12-31,21.4,112,880325012,2.4166,0
2020-12-31,26.5,120,800380004,6.1666,4.8333
2020-12-31,35.5,120,800012968,5.5952,5.5952
2020-12-31,37.5,120,800050049,0.8861,0
2020-12-31,26.2,120,926000039,7.8255,1.4344
2020-12-31,26.2,120,926000013,1.2408,1.2408
2020-12-31,37.4,120,800038572,0,0
2020-12-31,37.4,120,880413012,0,0
2020-12-31,26.6,120,800380004,17.8333,0
2020-12-31,26.3,120,900030280,23.3705,22.6208
2020-12-31,26.3,120,926000013,6.9672,6.518
2020-12-31,26.3,120,926000101,7.6433,7.193
2020-12-31,26.3,120,902960526,0.7994,0
2020-12-31,26.3,120,926000039,0.5002,0.5002
2020-12-31,26.3,120,926000005,0.9752,0.1166
2020-12-31,26.3,120,927000019,8.0961,7.7616
2020-12-31,-7.1,76.5,999000678,1.2347,1.2347
2020-12-31,-7.2,76.5,999000678,1.8052,1.8052
2020-12-31,-7.5,-80.5,760000770,0.4344,0
2020-12-31,-7.5,-80.5,760000203,0.2552,0
2020-12-31,-7.5,-80.5,760003358,0.0355,0
2020-12-31,-7.5,-80.5,760018517,0.7472,0
2020-12-31,-7.5,-80.5,760018813,0.0494,0
2020-12-31,-7.5,-80.5,760018644,0.4297,0
2020-12-31,-7.3,-80.5,760015724,0.8169,0
2020-12-31,-7.3,-80.5,760013533,1.9208,1.1602
2020-12-31,-7.3,-80.5,760001700,0.7288,0
2020-12-31,-7.3,-80.5,760014259,0.9286,0
2020-12-31,-7.3,-80.5,760016079,0.9455,0
2020-12-31,-7.3,-80.5,760006709,0.5466,0
2020-12-31,-7.3,-80.5,760028488,0.6552,0
2020-12-31,-7.3,-80.5,760009908,0.6727,0
2020-12-31,-7.3,-80.5,760000770,0.2933,0
2020-12-31,-7.3,-80.5,760001111,0.0883,0
2020-12-31,-7.3,-80.5,760006125,0.1141,0
2020-12-31,-7.3,-80.5,760000230,0.7702,0
2020-12-31,-7.3,-80.5,760013009,0.6205,0
2020-12-31,-7.3,-80.5,760011391,0.9102,0
2020-12-31,-7.3,-80.5,760001090,0.8047,0
2020-12-31,-7.3,-80.5,760022295,0.5666,0
2020-12-31,-7.3,-80.5,760015261,0.1694,0
2020-12-31,-7.1,-80.5,760000770,1.5452,0.248
2020-12-31,-7.1,-80.5,760016079,1.7147,1.7147
2020-12-31,-7.1,-80.5,760000510,2.3352,1.4952
2020-12-31,-7.1,-80.5,760038246,2.7519,1.4741
2020-12-31,-7.1,-80.5,760001700,0.0569,0
2020-12-31,-7.1,-80.5,760014964,0.3886,0
2020-12-31,-7.1,-80.5,760015259,0.5586,0
2020-12-31,-7.1,-80.5,760028488,0.6002,0
2020-12-31,-7.1,-80.5,760006125,2.5877,1.4069
2020-12-31,-7.1,-80.5,760001090,0.733,0
2020-12-31,-7.1,-80.5,760012394,1.6097,1.2527
2020-12-31,-7.1,-80.5,760013009,0.5661,0
2020-12-31,-7.1,-80.5,760014259,0.8438,0
2020-12-31,-7.1,-80.5,760015724,1.8583,0
2020-12-31,-7.6,-80.5,760003358,0.5838,0
2020-12-31,-7.6,-80.5,760018644,0.1777,0
2020-12-31,-7.6,-80.5,760000670,0.5808,0
2020-12-31,-7.6,-80.5,760018813,0.6063,0
2020-12-31,-7.4,-80.5,760015261,0.4969,0
2020-12-31,-7.4,-80.5,760000203,0.3447,0
2020-12-31,-7.4,-80.5,760000230,0.5052,0
2020-12-31,-7.4,-80.5,760001090,0.3213,0
2020-12-31,-7.4,-80.5,760001700,0.2802,0
2020-12-31,-7.4,-80.5,760000770,0.288,0
2020-12-31,-7.4,-80.5,760015724,0.023,0
2020-12-31,-7.4,-80.5,760016079,0.0502,0
2020-12-31,-7.4,-80.5,760013009,0.92,0
2020-12-31,-7.4,-80.5,760011391,0.0447,0
2020-12-31,-7.4,-80.5,760005124,0.4255,0
2020-12-31,-7.2,-80.5,760028488,0.7655,0
2020-12-31,-7.2,-80.5,760001090,2.5966,1.4088
2020-12-31,-7.2,-80.5,760013009,0.6605,0
2020-12-31,-7.2,-80.5,760015259,1.995,0.3058
2020-12-31,-7.2,-80.5,760014964,1.2405,0
2020-12-31,-7.2,-80.5,760000230,0.2913,0
2020-12-31,-7.2,-80.5,760015724,0.8688,0.1627
2020-12-31,-7.2,-80.5,760000770,3.3413,1.0977
2020-12-31,-7.2,-80.5,760016079,1.0858,0.5997
2020-12-31,-7.2,-80.5,760011391,0.3208,0
2020-12-31,-7.2,-80.5,760006125,1.9399,1.4477
2020-12-31,-7.2,-80.5,760000400,0.5333,0
2020-12-31,-7.2,-80.5,760012394,2.2966,1.6183
2020-12-31,-7.2,-80.5,760014259,1.9133,0.0683
2020-12-31,21.5,108.5,888856666,3.6077,3.6077
2020-12-31,21.4,108.5,997753224,3.7666,3.3666
2020-12-31,21.4,108.5,997752962,6.5616,6.5616
2020-12-31,21.4,108.5,800037032,7.1705,7.1705
2020-12-31,21.4,108.5,888856666,1.6111,1.6111
2020-12-31,21.3,108.5,997752962,0.1952,0.1952
2020-12-31,22.7,116.5,814021078,0.3997,0.3997
2020-12-31,22.9,116.5,900019465,13.8383,0.4836
2020-12-31,22.8,116.5,900019465,4.1947,3.1575
2020-12-31,22.8,116.5,814021078,4.6486,4.398
2020-12-31,35.8,120.5,800000668,0.6619,0
2020-12-31,38.7,120.5,800051485,2.2686,2.2686
2020-12-31,38.7,120.5,900088556,5.7116,4.8766
2020-12-31,35.7,120.5,800000668,0.1724,0
2020-12-31,39.7,120.5,800029472,16.0097,0
2020-12-31,-33.6,-50.5,984888945,13.7597,13.7597
2020-12-31,-12.4,-77,760040300,2.3268,1.778
2020-12-31,-3.8,-81,760038087,0.8816,0.2988
2020-12-31,-3.8,-81,760004180,0.6305,0
2020-12-31,-3.7,-81,760038087,4.4686,2.7455
2020-12-31,-3.7,-81,760004180,3.6216,0.1047
2020-12-31,-3.6,-81,760004180,0.5161,0
2020-12-31,8.7,-85,775612000,4.6613,3.1177
2020-12-31,21,109,820418002,0.2166,0
2020-12-31,21,109,800413002,0.1666,0
2020-12-31,21.2,109,999821683,0.7833,0
2020-12-31,21.2,109,999761223,0.4166,0
2020-12-31,21.2,109,881102002,0.1166,0.1166
2020-12-31,21.2,109,800413002,1.4999,0
2020-12-31,21.2,109,999802126,0.4999,0
2020-12-31,21.2,109,981610000,0.168,0
2020-12-31,21.4,109,888800564,0.4158,0
2020-12-31,21.4,109,800037032,0.3347,0
2020-12-31,21.4,109,999800193,0.9838,0
2020-12-31,21.4,109,997753239,0.6166,0
2020-12-31,21.4,109,888899090,2.998,0
2020-12-31,21.4,109,897898893,8.6666,0.25
2020-12-31,21.4,109,999861051,6.8999,0
2020-12-31,20.9,109,888116688,0.8302,0
2020-12-31,20.9,109,888118899,0.7463,0
2020-12-31,20.9,109,999821683,1.0833,0
2020-12-31,21.1,109,800413002,1.4166,0
2020-12-31,21.1,109,881102002,0.25,0.25
2020-12-31,21.1,109,999821683,0.4166,0
2020-12-31,21.1,109,820418002,1.5,0
2020-12-31,21.3,109,981610000,0.75,0
2020-12-31,21.3,109,820418002,0.4213,0
2020-12-31,21.3,109,800037032,0.3922,0
2020-12-31,21.3,109,897898893,0.25,0
2020-12-31,21.3,109,999761223,0.5833,0
2020-12-31,21.3,109,800413002,1.0833,0
2020-12-31,21.3,109,888899090,0.1666,0
2020-12-31,21.3,109,999861051,0.0833,0
2020-12-31,21.3,109,999821683,0.6166,0
2020-12-31,21.3,109,999802126,0.8,0
2020-12-31,22,113,900010792,1.5086,0
2020-12-31,21.5,113,900009090,1.0447,0.6108
2020-12-31,21.6,113,900009090,1.2344,1.2344
2020-12-31,21.8,113,900010792,0.5163,0
2020-12-31,23.4,117,875423998,0.2702,0
2020-12-31,23.3,117,875433333,0,0
2020-12-31,23.3,117,799002004,1.5333,1.2166
2020-12-31,38.5,121,800031863,0.3344,0
2020-12-31,39,121,800052528,0.3344,0
2020-12-31,38.9,121,800052528,0.668,0
2020-12-31,36.3,121,800035159,0.3344,0
2020-12-31,36.3,121,800031201,0.3338,0
2020-12-31,38.8,121,820040937,0.5569,0
2020-12-31,38.7,121,820040937,0.2733,0
2020-12-31,38.6,121,812666666,0.8855,0
2020-12-31,12.1,178,898304104,2.4652,0
2020-12-31,-4.5,-81.5,760038087,0.6558,0
2020-12-31,-4.3,-81.5,760038087,0.7419,0
2020-12-31,-4.6,-81.5,760038087,0.4136,0
2020-12-31,-4.4,-81.5,760038087,0.4419,0
2020-12-31,-4.9,-81.5,760038087,0.2613,0
2020-12-31,-4.2,-81.5,760038087,0.8461,0
2020-12-31,21.4,109.5,800412555,0.75,0
2020-12-31,20.9,109.5,999800111,0.2375,0.2375
2020-12-31,21.3,109.5,800412555,1.8333,1.8333
2020-12-31,21.7,113.5,800044537,0.4252,0
2020-12-31,21.9,113.5,800044537,0.1833,0
2020-12-31,21.8,113.5,800044537,0.6505,0
2020-12-31,23.5,117.5,800049537,7.033,6.4744
2020-12-31,23.5,117.5,900003415,3.4213,2.2441
2020-12-31,23.7,117.5,800041815,1.1691,0
2020-12-31,23.7,117.5,800041914,5.6644,0
2020-12-31,23.7,117.5,800987654,0.4166,0
2020-12-31,23.7,117.5,800005678,0.25,0
2020-12-31,23.6,117.5,800007890,1.3491,0
2020-12-31,23.6,117.5,800041815,6.9744,0
2020-12-31,23.6,117.5,800005678,1.318,0
2020-12-31,23.6,117.5,800000456,0.8788,0
2020-12-31,23.6,117.5,900003415,0.3505,0
2020-12-31,23.6,117.5,800987654,0.9091,0
2020-12-31,28.2,121.5,998835415,1.8833,0
2020-12-31,28.2,121.5,888111223,0.4916,0
2020-12-31,28.2,121.5,900007277,43.6594,0
2020-12-31,28.2,121.5,998500313,0.1566,0
2020-12-31,28.2,121.5,999949057,0.3547,0
2020-12-31,28.2,121.5,900034836,22.9275,5.5505
2020-12-31,28.4,121.5,900666103,0.3013,0
2020-12-31,39.8,121.5,800001002,0.2666,0
2020-12-31,28.1,121.5,888111223,0.2008,0
2020-12-31,-10.6,-78,760001080,0.2877,0
2020-12-31,-10.6,-78,760001160,0.2055,0
2020-12-31,-10.6,-78,760003358,0.3227,0
2020-12-31,-10.6,-78,760100091,0.5541,0
2020-12-31,-10.7,-78,760100091,1.2758,0
2020-12-31,-10.7,-78,760000203,0.4327,0
2020-12-31,-10.7,-78,760001160,1.543,0
2020-12-31,-10.7,-78,760000910,0.8605,0
2020-12-31,-10.7,-78,760001080,0.62,0
2020-12-31,-10.7,-78,760003358,0.7983,0
2020-12-31,-10.7,-78,760000270,0.6647,0
2020-12-31,-10.7,-78,760000210,0.4894,0
2020-12-31,-10.7,-78,760000850,0.8886,0
2020-12-31,-10.7,-78,760999991,1.2024,0
2020-12-31,-10.8,-78,760000203,0.3511,0
2020-12-31,-10.8,-78,760000210,0.2122,0
2020-12-31,-10.8,-78,760100091,0.5922,0
2020-12-31,-10.8,-78,760000910,0.2363,0
2020-12-31,-10.8,-78,760000270,0.2488,0
2020-12-31,-10.8,-78,760999991,0.6986,0
2020-12-31,-10.9,-78,760999991,0.1377,0
2020-12-31,-13.6,-82,775616000,0.0875,0
2020-12-31,22.2,114,900012492,2.7919,0
2020-12-31,38.2,118,800017781,0.2577,0.1908
2020-12-31,38.2,118,800035750,0.2591,0
2020-12-31,38.2,118,800016017,0.0999,0
2020-12-31,38.1,118,800044528,0.9163,0
2020-12-31,38.1,118,800035750,0.5005,0
2020-12-31,38.1,118,800016017,0.5827,0
2020-12-31,38.1,118,800017781,0.525,0.0833
2020-12-31,29.2,122,956521286,1.0166,0
2020-12-31,29.2,122,900021121,0.2686,0
2020-12-31,36.3,122,800049086,3.0291,0
2020-12-31,-10,-78.5,760000210,0.5502,0
2020-12-31,-10,-78.5,760001160,0.5825,0
2020-12-31,-10,-78.5,760000270,1.1575,0
2020-12-31,-10,-78.5,760999991,0.6072,0
2020-12-31,-10,-78.5,760000910,0.6266,0
2020-12-31,-10,-78.5,760001080,0.788,0
2020-12-31,-9.6,-78.5,760004122,0.5697,0
2020-12-31,-9.6,-78.5,760002911,0.4866,0
2020-12-31,-9.6,-78.5,760000850,0.2988,0
2020-12-31,-10.1,-78.5,760001080,0.3138,0
2020-12-31,-10.1,-78.5,760999991,0.4741,0
2020-12-31,-10.1,-78.5,760000910,0.5708,0
2020-12-31,-10.1,-78.5,760000270,0.1583,0
2020-12-31,-9.7,-78.5,760004122,0.2616,0
2020-12-31,-9.7,-78.5,760000203,0.05,0
2020-12-31,-9.7,-78.5,760003358,0.0583,0
2020-12-31,-9.7,-78.5,760002911,0.6597,0
2020-12-31,-9.7,-78.5,760000850,0.6872,0
2020-12-31,-10.2,-78.5,760999991,0.3541,0
2020-12-31,-9.3,-78.5,760000560,3.4177,0
2020-12-31,-9.3,-78.5,760001320,10.1827,0
2020-12-31,-9.3,-78.5,760001170,4.3347,0
2020-12-31,-9.8,-78.5,760000203,0.4819,0
2020-12-31,-9.8,-78.5,760002911,0.3177,0
2020-12-31,-9.8,-78.5,760100091,0.3513,0
2020-12-31,-9.8,-78.5,760000850,0.3466,0
2020-12-31,-9.8,-78.5,760003358,0.5624,0
2020-12-31,-9.9,-78.5,760000203,0.6683,0
2020-12-31,-9.9,-78.5,760001160,0.2547,0
2020-12-31,-9.9,-78.5,760100091,0.7677,0
2020-12-31,-9.9,-78.5,760003358,0.2702,0
2020-12-31,-9.9,-78.5,760000210,0.2838,0
2020-12-31,22.2,114.5,982265252,1.3075,1.3075
2020-12-31,22.2,114.5,800050373,0.4502,0.4502
2020-12-31,22.1,114.5,982265252,2.1863,2.1863
2020-12-31,22.3,114.5,800036139,0.475,0
2020-12-31,22.3,114.5,982265252,1.1697,1.1697
2020-12-31,36.5,122.5,800044750,14.5769,5.2861
2020-12-31,30.7,122.5,900415335,0.1213,0
2020-12-31,30.4,122.5,800000036,0.9652,0.7813
2020-12-31,30.4,122.5,900468983,0.4833,0.3172
2020-12-31,30.4,122.5,912006336,0.3566,0
2020-12-31,36.8,122.5,800214545,3.0383,0
2020-12-31,36.8,122.5,800025225,0.3402,0
2020-12-31,36.8,122.5,800019299,0.4261,0
2020-12-31,36.8,122.5,800044012,0.1669,0
2020-12-31,36.8,122.5,926258336,0.1405,0
2020-12-31,36.8,122.5,800225632,0.4155,0
2020-12-31,36.7,122.5,900020650,0.1825,0
2020-12-31,36.7,122.5,800044750,0.41,0
2020-12-31,36.7,122.5,770703888,0.0369,0
2020-12-31,36.7,122.5,800044386,0.1672,0
2020-12-31,36.7,122.5,800044012,0.6772,0
2020-12-31,36.7,122.5,800029977,2.2561,0.9777
2020-12-31,30.6,122.5,903305548,23.1966,0
2020-12-31,30.6,122.5,900205598,15.7583,2.2405
2020-12-31,36.6,122.5,770055381,0.3166,0
2020-12-31,36.6,122.5,800044012,0.1588,0
2020-12-31,36.6,122.5,770703888,0.2969,0
2020-12-31,36.6,122.5,800044750,1.3319,1.148
2020-12-31,36.6,122.5,900020650,0.2586,0
2020-12-31,30.8,122.5,900415335,0.0683,0
2020-12-31,7.8,71,998000802,20.5022,0
2020-12-31,-9,-79,760900000,0.6127,0
2020-12-31,-9,-79,760000580,0.3508,0
2020-12-31,-9,-79,760001170,0.5225,0
2020-12-31,-9,-79,760001210,0.633,0
2020-12-31,-9,-79,760031085,0.4913,0
2020-12-31,-9,-79,760019820,0.0641,0
2020-12-31,-9,-79,760010613,1.4113,0.3583
2020-12-31,-9,-79,760100091,0.4491,0
2020-12-31,-9,-79,760001150,0.5708,0
2020-12-31,-9,-79,760002940,0.4566,0
2020-12-31,-9,-79,760004122,0.4083,0
2020-12-31,-9,-79,760002915,0.6805,0
2020-12-31,-9,-79,760000560,0.8788,0
2020-12-31,-9,-79,760006259,0.0358,0
2020-12-31,-9,-79,760001190,0.7574,0
2020-12-31,-9,-79,760012232,0.45,0
2020-12-31,-9,-79,760110064,0.1938,0
2020-12-31,-9,-79,760015260,0.5202,0
2020-12-31,-9,-79,76011393,0.7691,0
2020-12-31,-9,-79,760061822,0.2788,0
2020-12-31,-9,-79,760000786,0.5874,0
2020-12-31,-9,-79,760001250,0.3947,0
2020-12-31,-9.1,-79,760000203,0.3061,0
2020-12-31,-9.1,-79,760100091,0.2788,0
2020-12-31,-9.1,-79,760002915,0.5958,0
2020-12-31,-9.6,-79,760004122,0.5263,0
2020-12-31,-8.7,-79,760010447,0.0163,0
2020-12-31,-8.7,-79,760000400,0.428,0
2020-12-31,-8.7,-79,760000850,0.5413,0
2020-12-31,-8.7,-79,760013721,0.2319,0
2020-12-31,-9.2,-79,760003358,1.0188,0
2020-12-31,-9.2,-79,760000210,0.4383,0
2020-12-31,-9.2,-79,760002911,0.4455,0
2020-12-31,-9.2,-79,760002915,0.3519,0
2020-12-31,-9.2,-79,760000203,0.7686,0
2020-12-31,-8.8,-79,760038248,0.5197,0
2020-12-31,-8.8,-79,760013721,1.1583,0
2020-12-31,-8.8,-79,760012234,0.5563,0
2020-12-31,-8.8,-79,760000881,0.2552,0
2020-12-31,-8.8,-79,760112018,0.2811,0
2020-12-31,-8.8,-79,760010399,0.8886,0
2020-12-31,-8.8,-79,760010447,0.7824,0
2020-12-31,-8.8,-79,760000400,0.0797,0
2020-12-31,-8.8,-79,760012232,0.8636,0
2020-12-31,-8.8,-79,760013553,0.1141,0
2020-12-31,-8.8,-79,760018813,0.7758,0
2020-12-31,-8.8,-79,760018644,0.6925,0
2020-12-31,-9.3,-79,760000210,0.3669,0
2020-12-31,-9.3,-79,760000270,0.6311,0
2020-12-31,-9.3,-79,760999991,0.475,0
2020-12-31,-9.3,-79,760002911,0.2813,0
2020-12-31,-9.3,-79,760001080,0.2286,0
2020-12-31,-9.3,-79,760001160,0.6477,0
2020-12-31,-8.9,-79,760010447,0.6072,0
2020-12-31,-8.9,-79,760038248,0.7144,0
2020-12-31,-8.9,-79,760061822,0.3497,0
2020-12-31,-8.9,-79,760010399,0.4941,0
2020-12-31,-8.9,-79,760012186,1.2866,0
2020-12-31,-8.9,-79,760019820,0.8033,0
2020-12-31,-8.9,-79,760018644,0.8972,0
2020-12-31,-8.9,-79,760001190,0.0611,0
2020-12-31,-8.9,-79,760031085,0.4969,0
2020-12-31,-8.9,-79,760000881,0.5672,0
2020-12-31,-8.9,-79,760006255,0.7297,0
2020-12-31,-8.9,-79,760018517,0.84,0
2020-12-31,-8.9,-79,760110064,0.5591,0
2020-12-31,-8.9,-79,760000580,0.3386,0
2020-12-31,-8.9,-79,760015260,1.2147,0
2020-12-31,-8.9,-79,760001170,0.1361,0
2020-12-31,-8.9,-79,760004122,0.3355,0
2020-12-31,-8.9,-79,760111409,0.6024,0
2020-12-31,-8.9,-79,760028711,0.3688,0
2020-12-31,-8.9,-79,760112018,0.5147,0
2020-12-31,-8.9,-79,760013553,0.4311,0
2020-12-31,-8.9,-79,760006259,2.0222,0
2020-12-31,-8.9,-79,760015652,0.4363,0
2020-12-31,-8.9,-79,760012234,0.7461,0
2020-12-31,-8.9,-79,760002940,0.4169,0
2020-12-31,-8.9,-79,760010398,0.5827,0
2020-12-31,-9.4,-79,760999991,0.3722,0
2020-12-31,-9.4,-79,760001080,0.4463,0
2020-12-31,-9.4,-79,760001160,0.2641,0
2020-12-31,-9.4,-79,760000270,0.3366,0
2020-12-31,20.7,107,972168869,20.0613,0
2020-12-31,22.6,115,800036139,4.5883,0
2020-12-31,25,119,800000387,0.4919,0
2020-12-31,25,119,800000041,3.1027,1.7011
2020-12-31,38,119,800052507,0.6666,0
2020-12-31,38,119,812326104,0.2172,0
2020-12-31,38,119,800039675,0.418,0
2020-12-31,24.5,119,800000456,0.95,0.95
2020-12-31,39,119,800044023,0.735,0
2020-12-31,24.7,119,800000514,5.0044,4.5533
2020-12-31,24.7,119,800000377,0.2833,0
2020-12-31,24.7,119,800000607,0.6663,0
2020-12-31,37.9,119,800039675,0.3433,0
2020-12-31,24.9,119,800000593,0.5002,0
2020-12-31,24.9,119,800000387,0.1666,0
2020-12-31,24.9,119,800000560,23.9975,1.3422
2020-12-31,24.9,119,800034485,23.9866,1.605
2020-12-31,24.9,119,800000514,0.1747,0
2020-12-31,24.6,119,800000607,0.3827,0
2020-12-31,38.1,119,800052507,0.7502,0
2020-12-31,39.1,119,800044023,0.0669,0
2020-12-31,24.8,119,800000607,0.5825,0
2020-12-31,-8,-79.5,760006709,0.5777,0
2020-12-31,-8,-79.5,760000850,0.6861,0
2020-12-31,-8,-79.5,760028488,0.3672,0
2020-12-31,-8.5,-79.5,760000570,0.8011,0
2020-12-31,-8.5,-79.5,760006709,0.7608,0
2020-12-31,-8.5,-79.5,760004122,0.2719,0
2020-12-31,-8.5,-79.5,760010399,0.6333,0
2020-12-31,-8.5,-79.5,760018644,0.0916,0
2020-12-31,-8.5,-79.5,760112018,0.4533,0
2020-12-31,-8.5,-79.5,760110064,0.4899,0
2020-12-31,-9.5,-79.5,760004122,0.1577,0
2020-12-31,-7.8,-79.5,760000670,0.745,0
