date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2020-12-30,-2.5,-121.7,412007970,0.8306,0.8306
2020-12-30,-2.5,-121.4,412007970,0.5408,0
2020-12-30,-2.5,48,412331014,0.5674,0
2020-12-30,-2.5,47,412331085,0.7669,0.7669
2020-12-30,-2.5,47.1,412331085,2.7741,2.7741
2020-12-30,-2.5,175.1,412420918,0.4002,0
2020-12-30,-2.5,175,412420918,0.5494,0
2020-12-30,-2.5,174.9,412420918,0.4841,0
2020-12-30,-2.5,174.8,412420918,0.0352,0
2020-12-30,-2.5,175.2,412420918,0.0336,0
2020-12-30,-2.5,-115.1,412440554,0.1586,0
2020-12-30,-2.5,-114.8,412440554,0.9791,0.9791
2020-12-30,-2.5,-115,412440554,1.4294,0.6913
2020-12-30,-2.5,-114.9,412440554,1.6402,0.8455
2020-12-30,-2.5,-120.7,412440693,0.7002,0
2020-12-30,-2.5,9.4,412549157,0.0888,0
2020-12-30,-2.5,9.3,412549157,0.3549,0
2020-12-30,-2.5,169.8,412549243,0.5755,0
2020-12-30,-2.5,170.3,412549243,0.2547,0
2020-12-30,-2.5,170.4,412549243,0.895,0
2020-12-30,-2.5,-179.3,416002198,0.7513,0
2020-12-30,-2.5,169.1,416004000,1.5741,1.1069
2020-12-30,-2.5,169.2,416004000,0.8294,0.8294
2020-12-30,-2.5,-149.1,416123900,0.9175,0.9175
2020-12-30,-2.5,145.8,431659000,0.135,0
2020-12-30,-2.5,145.7,431659000,0.533,0
2020-12-30,-2.5,-179.1,440339000,0.0505,0
2020-12-30,-2.5,-179.2,440339000,0.4897,0
2020-12-30,-2.5,-173.2,440479000,0.0886,0
2020-12-30,-2.5,-173.1,440479000,1.2086,0
2020-12-30,-2.5,-147.5,440787000,0.1194,0
2020-12-30,-2.5,-179.4,440919000,1.5022,0.5013
2020-12-30,-2.5,-179.3,440919000,0.6499,0
2020-12-30,-2.5,175.3,441675000,0.1844,0
2020-12-30,-2.5,175.2,441675000,0.5833,0
2020-12-30,-2.5,158.7,544118120,0.4955,0
2020-12-30,-2.5,158.8,544118120,0.1294,0
2020-12-30,-2.5,157.8,544118120,0.2022,0
2020-12-30,-2.5,157.9,544118120,0.4513,0
2020-12-30,-2.5,162.9,544125120,0.1366,0
2020-12-30,-2.5,162.7,544125120,0.2658,0
2020-12-30,-2.5,162.8,544125120,0.5741,0
2020-12-30,-2.5,145.8,553111643,0.5902,0
2020-12-30,-2.5,152.6,577262000,0.2219,0
2020-12-30,-2.5,152.5,577262000,0.21,0
2020-12-30,-2.5,-5.5,627851000,0.2913,0
2020-12-30,-2.5,-5.4,627851000,0.6461,0
2020-12-30,-2.5,55.6,660001800,0.438,0
2020-12-30,-2.5,-83.3,730015000,0.0322,0
2020-12-30,-2.5,-83.5,730015000,0.103,0
2020-12-30,-2.5,-83.4,730015000,0.7388,0
2020-12-30,-2.5,-95.9,735057563,2.0677,0
2020-12-30,-2.5,-94.5,735057566,0.4755,0
2020-12-30,-2.5,-94.8,735057566,0.5008,0
2020-12-30,-2.5,-94.9,735057566,0.5344,0
2020-12-30,-2.5,-95,735057566,0.5291,0
2020-12-30,-2.5,-93.9,735057566,0.5305,0
2020-12-30,-2.5,-94.4,735057566,0.5522,0
2020-12-30,-2.5,-93.7,735057566,0.5197,0
2020-12-30,-2.5,-94.3,735057566,0.5091,0
2020-12-30,-2.5,-94.1,735057566,0.5372,0
2020-12-30,-2.5,-94.6,735057566,0.5391,0
2020-12-30,-2.5,-95.1,735057566,0.5658,0
2020-12-30,-2.5,-94,735057566,0.5011,0
2020-12-30,-2.5,-93.8,735057566,0.5338,0
2020-12-30,-2.5,-95.2,735057566,0.355,0
2020-12-30,-2.5,-93.6,735057566,0.3658,0
2020-12-30,-2.5,-94.7,735057566,0.5158,0
2020-12-30,-2.5,-94.2,735057566,0.5216,0
2020-12-30,-2.5,-80.8,735058152,0.3675,0
2020-12-30,-2.5,-80.9,735058152,0.7911,0
2020-12-30,3,-2.9,332001000,0.4813,0
2020-12-30,3,91,412440452,1.5122,0
2020-12-30,3,90.9,412440606,1.0711,0
2020-12-30,3,91,412440606,1.2297,0
2020-12-30,3,160.1,412460054,1.5602,0
2020-12-30,3,160.3,412460054,1.1433,0
2020-12-30,3,160,412460054,0.6208,0
2020-12-30,3,159.7,412460054,0.5763,0
2020-12-30,3,160.2,412460054,1.4533,0
2020-12-30,3,159.8,412460054,1.1163,0
2020-12-30,3,159.9,412460054,1.2327,0
2020-12-30,3,160.4,412460054,0.8908,0
2020-12-30,3,155.6,412460281,1.9111,1.9111
2020-12-30,3,155.5,412460281,1.1566,1.1566
2020-12-30,3,160.1,412460284,0.58,0
2020-12-30,3,160.2,412460284,0.9019,0
2020-12-30,3,160.5,412460284,0.9955,0
2020-12-30,3,160.4,412460284,0.9547,0
2020-12-30,3,160.3,412460284,1.0511,0
2020-12-30,3,160.6,412460284,0.5727,0
2020-12-30,3,156.4,412460286,0.9352,0
2020-12-30,3,156.6,412460286,1.3955,0
2020-12-30,3,157.9,412463406,0.8786,0
2020-12-30,3,169.4,412695650,0.7175,0
2020-12-30,3,169.3,412695650,0.3716,0
2020-12-30,3,142.3,416000738,4.8036,4.8036
2020-12-30,3,143.9,416000754,2.0894,2.0894
2020-12-30,3,144,416000754,0.7086,0.7086
2020-12-30,3,157.4,416003874,1.1494,0
2020-12-30,3,146.4,416004372,1.3575,0
2020-12-30,3,142.6,416004389,1.7344,1.6594
2020-12-30,3,142.7,416004389,1.9013,1.9013
2020-12-30,3,142.8,416004389,0.4069,0.4069
2020-12-30,3,146.5,416004583,0.3602,0
2020-12-30,3,146.4,416004583,1.0991,0
2020-12-30,3,157.2,416230600,2.0752,0
2020-12-30,3,157.7,416231600,0.6558,0
2020-12-30,3,146.4,416237700,2.0388,0
2020-12-30,3,146.4,416237800,1.2352,0
2020-12-30,3,146.3,416237800,0.6147,0
2020-12-30,3,148.8,416569000,0.423,0
2020-12-30,3,148.9,416569000,0.7788,0
2020-12-30,3,87.5,416793000,1.5547,1.5547
2020-12-30,3,87.4,416793000,0.6291,0.6291
2020-12-30,3,87.3,416793000,2.6244,2.6244
2020-12-30,3,87.7,416793000,2.7483,2.7483
2020-12-30,3,148.3,432966000,0.3619,0
2020-12-30,3,-148.5,440045000,0.3719,0
2020-12-30,3,-148.4,440045000,0.1166,0
2020-12-30,3,-180,440595000,0.48,0
2020-12-30,3,-171.3,440765000,0.2077,0
2020-12-30,3,-171.2,440765000,0.3908,0
2020-12-30,3,-153.7,441680000,0.7819,0
2020-12-30,3,164,510094000,0.1316,0
2020-12-30,3,163.9,510094000,0.468,0
2020-12-30,3,101.2,533192749,8.6824,0
2020-12-30,3,159.1,544117120,0.5155,0
2020-12-30,3,-3.3,627996000,0.715,0
2020-12-30,3,-3.2,627996000,0.0652,0
2020-12-30,3,-8.4,636083838,0.0797,0
2020-12-30,3,-8.3,636083838,1.0344,0
2020-12-30,-3,-17.1,224049530,2.2869,2.2869
2020-12-30,-3,-17.2,224049530,3.2491,3.2491
2020-12-30,-3,-17.3,224049530,0.7797,0.7797
2020-12-30,-3,-6.5,312864000,2.1386,2.1386
2020-12-30,-3,-6.4,312864000,6.4061,5.2619
2020-12-30,-3,-154.9,359001000,0.4361,0
2020-12-30,-3,-155.1,359001000,0.5525,0
2020-12-30,-3,-155.2,359001000,0.0775,0
2020-12-30,-3,-154.8,359001000,0.2741,0
2020-12-30,-3,-155,359001000,0.6447,0
2020-12-30,-3,174.6,366878000,0.2783,0
2020-12-30,-3,174.5,366878000,0.98740000000000006,0.318
2020-12-30,-3,-155.4,367133000,0.308,0
2020-12-30,-3,-155.3,367133000,0.6327,0
2020-12-30,-3,60.4,412329407,1.9586,1.9586
2020-12-30,-3,60.1,412329407,5.903,5.903
2020-12-30,-3,59.9,412329407,1.2425,1.2425
2020-12-30,-3,60.5,412329407,1.188,0.6777
2020-12-30,-3,59.5,412329408,1.7886,1.7886
2020-12-30,-3,59.4,412329408,0.7783,0.7783
2020-12-30,-3,60.1,412329409,1.9544,1.9544
2020-12-30,-3,48,412331014,1.6141,0
2020-12-30,-3,46.9,412331085,3.2277,3.2277
2020-12-30,-3,48.3,412691280,8.5572,8.5572
2020-12-30,-3,47.7,412695660,1.723,1.2191
2020-12-30,-3,47.8,412695660,2.055,2.055
2020-12-30,-3,47.6,412695660,0.5388,0.5388
2020-12-30,-3,47.4,412695670,2.3297,2.3297
2020-12-30,-3,47.3,412695670,0.7694,0.7694
2020-12-30,-3,47.7,413270220,0.4322,0.4322
2020-12-30,-3,48,413270220,0.0261,0.0261
2020-12-30,-3,47.9,413270220,0.8038,0.8038
2020-12-30,-3,47.8,413270220,1.2983,1.2983
2020-12-30,-3,48.1,413270220,1.0938,1.0938
2020-12-30,-3,47.9,413270430,0.4402,0
2020-12-30,-3,48.1,413270430,0.6297,0
2020-12-30,-3,48.3,413270430,1.5027,0.0369
2020-12-30,-3,48,413270430,1.1436,0
2020-12-30,-3,-179.1,416002198,0.6258,0
2020-12-30,-3,-179.2,416002596,1.4383,1.315
2020-12-30,-3,72.7,416002847,22.7016,0
2020-12-30,-3,79.7,416329000,0.303,0.303
2020-12-30,-3,79.5,416329000,1.6386,1.6386
2020-12-30,-3,79.2,416329000,0.9313,0.6055
2020-12-30,-3,79.3,416329000,2.2477,2.2477
2020-12-30,-3,79.4,416329000,1.5319,1.5319
2020-12-30,-3,79.6,416329000,3.1002,3.1002
2020-12-30,-3,155.4,416501000,0.3988,0
2020-12-30,-3,146,431659000,0.1272,0
2020-12-30,-3,145.9,431659000,0.2536,0
2020-12-30,-3,-178.8,440339000,2.9177,2.3347
2020-12-30,-3,-147.1,440787000,1.3333,0
2020-12-30,-3,-179.4,440919000,0.0611,0
2020-12-30,-3,-179.5,440919000,1.0969,1.0969
2020-12-30,-3,176.4,441675000,0.5766,0
2020-12-30,-3,176.5,441675000,0.1658,0
2020-12-30,-3,176.3,441675000,0.5213,0
2020-12-30,-3,176.2,441675000,0.0938,0
2020-12-30,-3,-179.9,510056000,0.4869,0
2020-12-30,-3,-179.7,510056000,0.5569,0
2020-12-30,-3,-179.6,510056000,0.7425,0
2020-12-30,-3,-179.8,510056000,0.5394,0
2020-12-30,-3,-179.5,510056000,0.0472,0
2020-12-30,-3,159.7,510068000,0.8319,0
2020-12-30,-3,159.6,510068000,0.2886,0
2020-12-30,-3,159,510080000,0.5872,0
2020-12-30,-3,171.9,538060004,0.0499,0
2020-12-30,-3,155.6,544114120,0.1638,0
2020-12-30,-3,159.3,544118120,0.34,0
2020-12-30,-3,157.3,544118120,0.193,0
2020-12-30,-3,163.6,544125120,0.5186,0
2020-12-30,-3,163.7,544125120,0.5163,0
2020-12-30,-3,152.8,577262000,0.4655,0
2020-12-30,-3,-6,627851000,0.6661,0
2020-12-30,-3,-6.1,627851000,0.1716,0
2020-12-30,-3,-14.9,627997000,0.6202,0
2020-12-30,-3,-15,627997000,0.4722,0
2020-12-30,-3,-14.8,627997000,0.075,0
2020-12-30,-3,55.5,660001800,0.4438,0
2020-12-30,-3,-84.1,730015000,0.2558,0
2020-12-30,-3,-84,730015000,0.6775,0
2020-12-30,-3,-85.6,730153534,0.4466,0
2020-12-30,-3,-88.7,735057564,0.3602,0
2020-12-30,-3,-156.6,735058003,0.4158,0
2020-12-30,3.5,-8.7,224727000,0.6899,0
2020-12-30,3.5,-9.1,224727000,0.0363,0
2020-12-30,3.5,-8.5,224727000,0.353,0
2020-12-30,3.5,-8.9,224727000,1.355,0
2020-12-30,3.5,-8,224727000,2.3497,0
2020-12-30,3.5,-9.2,224727000,1.1944,0
2020-12-30,3.5,-8.6,224727000,0.6527,0
2020-12-30,3.5,-3.2,332001000,0.5941,0
2020-12-30,3.5,91.7,412440555,1.0122,0
2020-12-30,3.5,161,412460075,0.1819,0
2020-12-30,3.5,161.1,412460075,1.1288,0
