#Copernicus Marine Service - https://marine.copernicus.eu
#Product GLOBAL_ANALYSIS_FORECAST_PHY_001_024 - https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024
#Dataset global-analysis-forecast-phy-001-024
#Variable sea_water_velocity (m s-1)
#Longitude: 47.45°W Latitude: 27.02°S
#Depth: 0.49402499198913574 m

time,sea_water_velocity
"2020-09-03T12:00:00.000Z",0.23671822
"2020-09-04T12:00:00.000Z",0.1182607
"2020-09-05T12:00:00.000Z",0.096671924
"2020-09-06T12:00:00.000Z",0.16491407
"2020-09-07T12:00:00.000Z",0.090070456
"2020-09-08T12:00:00.000Z",0.17533249
"2020-09-09T12:00:00.000Z",0.23402344
"2020-09-10T12:00:00.000Z",0.20675248
"2020-09-11T12:00:00.000Z",0.11562448
"2020-09-12T12:00:00.000Z",0.07010494
"2020-09-13T12:00:00.000Z",0.099716626
"2020-09-14T12:00:00.000Z",0.026217515
"2020-09-15T12:00:00.000Z",0.07264431
"2020-09-16T12:00:00.000Z",0.1040802
"2020-09-17T12:00:00.000Z",0.18984084
"2020-09-18T12:00:00.000Z",0.103664145
"2020-09-19T12:00:00.000Z",0.07807014
"2020-09-20T12:00:00.000Z",0.109303996
"2020-09-21T12:00:00.000Z",0.2388303
"2020-09-22T12:00:00.000Z",0.24151307
"2020-09-23T12:00:00.000Z",0.09992936
"2020-09-24T12:00:00.000Z",0.106830485
"2020-09-25T12:00:00.000Z",0.06858181
"2020-09-26T12:00:00.000Z",0.08855628
"2020-09-27T12:00:00.000Z",0.17219363
"2020-09-28T12:00:00.000Z",0.14972867
"2020-09-29T12:00:00.000Z",0.05081859
"2020-09-30T12:00:00.000Z",0.055814676
"2020-10-01T12:00:00.000Z",0.2027789
"2020-10-02T12:00:00.000Z",0.14212324
"2020-10-03T12:00:00.000Z",0.12598047
"2020-10-04T12:00:00.000Z",0.060179528
"2020-10-05T12:00:00.000Z",0.16125098
"2020-10-06T12:00:00.000Z",0.13961476
"2020-10-07T12:00:00.000Z",0.027837165
"2020-10-08T12:00:00.000Z",0.077776104
"2020-10-09T12:00:00.000Z",0.1345323
"2020-10-10T12:00:00.000Z",0.06424853
"2020-10-11T12:00:00.000Z",0.10916074
"2020-10-12T12:00:00.000Z",0.22047886
"2020-10-13T12:00:00.000Z",0.20270172
"2020-10-14T12:00:00.000Z",0.08211691
"2020-10-15T12:00:00.000Z",0.054072045
"2020-10-16T12:00:00.000Z",0.090012535
"2020-10-17T12:00:00.000Z",0.09595438
"2020-10-18T12:00:00.000Z",0.25078195
"2020-10-19T12:00:00.000Z",0.2900055
"2020-10-20T12:00:00.000Z",0.20708737
"2020-10-21T12:00:00.000Z",0.045577943
"2020-10-22T12:00:00.000Z",0.103870586
"2020-10-23T12:00:00.000Z",0.23315983
"2020-10-24T12:00:00.000Z",0.27585557
"2020-10-25T12:00:00.000Z",0.22165515
"2020-10-26T12:00:00.000Z",0.2412476
"2020-10-27T12:00:00.000Z",0.26753786
"2020-10-28T12:00:00.000Z",0.10851894
"2020-10-29T12:00:00.000Z",0.07556028
"2020-10-30T12:00:00.000Z",0.22344635
"2020-10-31T12:00:00.000Z",0.10114112
"2020-11-01T12:00:00.000Z",0.054446254
"2020-11-02T12:00:00.000Z",0.018931318
"2020-11-03T12:00:00.000Z",0.014762885
"2020-11-04T12:00:00.000Z",0.077555455
"2020-11-05T12:00:00.000Z",0.038063813
"2020-11-06T12:00:00.000Z",0.09755618
"2020-11-07T12:00:00.000Z",0.12592278
"2020-11-08T12:00:00.000Z",0.11740705
"2020-11-09T12:00:00.000Z",0.09797344
"2020-11-10T12:00:00.000Z",0.18100126
"2020-11-11T12:00:00.000Z",0.18165052
"2020-11-12T12:00:00.000Z",0.074640065
"2020-11-13T12:00:00.000Z",0.040326025
"2020-11-14T12:00:00.000Z",0.04525803
"2020-11-15T12:00:00.000Z",0.15323696
"2020-11-16T12:00:00.000Z",0.05690536
"2020-11-17T12:00:00.000Z",0.23716633
"2020-11-18T12:00:00.000Z",0.15023045
"2020-11-19T12:00:00.000Z",0.028791104
"2020-11-20T12:00:00.000Z",0.0654919
"2020-11-21T12:00:00.000Z",0.057582207
"2020-11-22T12:00:00.000Z",0.072879836
"2020-11-23T12:00:00.000Z",0.11872759
"2020-11-24T12:00:00.000Z",0.18528832
"2020-11-25T12:00:00.000Z",0.29430288
"2020-11-26T12:00:00.000Z",0.27292764
"2020-11-27T12:00:00.000Z",0.10814582
"2020-11-28T12:00:00.000Z",0.1184071
"2020-11-29T12:00:00.000Z",0.18795636
"2020-11-30T12:00:00.000Z",0.12543516
"2020-12-01T12:00:00.000Z",0.1714358
"2020-12-02T12:00:00.000Z",0.06666741
"2020-12-03T12:00:00.000Z",0.15500638
"2020-12-04T12:00:00.000Z",0.081273265
"2020-12-05T12:00:00.000Z",0.14446317
"2020-12-06T12:00:00.000Z",0.07631336
"2020-12-07T12:00:00.000Z",0.057075325
"2020-12-08T12:00:00.000Z",0.11360103
"2020-12-09T12:00:00.000Z",0.10689846
"2020-12-10T12:00:00.000Z",0.15491022
"2020-12-11T12:00:00.000Z",0.23254542
"2020-12-12T12:00:00.000Z",0.25157917
"2020-12-13T12:00:00.000Z",0.21495518
"2020-12-14T12:00:00.000Z",0.09925039
"2020-12-15T12:00:00.000Z",0.1407469
"2020-12-16T12:00:00.000Z",0.24133949
"2020-12-17T12:00:00.000Z",0.22963552
"2020-12-18T12:00:00.000Z",0.2417929
"2020-12-19T12:00:00.000Z",0.30301484
"2020-12-20T12:00:00.000Z",0.24544244
"2020-12-21T12:00:00.000Z",0.2180389
"2020-12-22T12:00:00.000Z",0.07888666
"2020-12-23T12:00:00.000Z",0.15479113
"2020-12-24T12:00:00.000Z",0.33710343
"2020-12-25T12:00:00.000Z",0.40724912
"2020-12-26T12:00:00.000Z",0.45157537
"2020-12-27T12:00:00.000Z",0.41153482
"2020-12-28T12:00:00.000Z",0.34657958
"2020-12-29T12:00:00.000Z",0.27590352
"2020-12-30T12:00:00.000Z",0.2251414
"2020-12-31T12:00:00.000Z",0.14186348
"2021-01-01T12:00:00.000Z",0.1470232
"2021-01-02T12:00:00.000Z",0.03725259
"2021-01-03T12:00:00.000Z",0.19981772
"2021-01-04T12:00:00.000Z",0.29808322
"2021-01-05T12:00:00.000Z",0.33613282
"2021-01-06T12:00:00.000Z",0.35824516
"2021-01-07T12:00:00.000Z",0.17595291
"2021-01-08T12:00:00.000Z",0.13269903
"2021-01-09T12:00:00.000Z",0.19381055
"2021-01-10T12:00:00.000Z",0.18233322
"2021-01-11T12:00:00.000Z",0.3094583
"2021-01-12T12:00:00.000Z",0.4177042
"2021-01-13T12:00:00.000Z",0.22120762
"2021-01-14T12:00:00.000Z",0.24111785
"2021-01-15T12:00:00.000Z",0.2699914
"2021-01-16T12:00:00.000Z",0.4134153
"2021-01-17T12:00:00.000Z",0.48768693
"2021-01-18T12:00:00.000Z",0.10034605
"2021-01-19T12:00:00.000Z",0.081728086
"2021-01-20T12:00:00.000Z",0.1549487
"2021-01-21T12:00:00.000Z",0.26455516
"2021-01-22T12:00:00.000Z",0.28948927
"2021-01-23T12:00:00.000Z",0.33973286
"2021-01-24T12:00:00.000Z",0.35284677
"2021-01-25T12:00:00.000Z",0.32428986
"2021-01-26T12:00:00.000Z",0.2837985
"2021-01-27T12:00:00.000Z",0.31889668
"2021-01-28T12:00:00.000Z",0.1771094
"2021-01-29T12:00:00.000Z",0.15353449
"2021-01-30T12:00:00.000Z",0.17247684
"2021-01-31T12:00:00.000Z",0.17157592
"2021-02-01T12:00:00.000Z",0.15089975
"2021-02-02T12:00:00.000Z",0.14673406
"2021-02-03T12:00:00.000Z",0.28676033
"2021-02-04T12:00:00.000Z",0.2403867
"2021-02-05T12:00:00.000Z",0.1996741
"2021-02-06T12:00:00.000Z",0.3449029
"2021-02-07T12:00:00.000Z",0.05830553
"2021-02-08T12:00:00.000Z",0.043099225
"2021-02-09T12:00:00.000Z",0.1437289
"2021-02-10T12:00:00.000Z",0.17798544
"2021-02-11T12:00:00.000Z",0.21556526
"2021-02-12T12:00:00.000Z",0.25731647
"2021-02-13T12:00:00.000Z",0.22636424
"2021-02-14T12:00:00.000Z",0.23940599
"2021-02-15T12:00:00.000Z",0.14882272
"2021-02-16T12:00:00.000Z",0.16239174
"2021-02-17T12:00:00.000Z",0.07629628
"2021-02-18T12:00:00.000Z",0.077776104
"2021-02-19T12:00:00.000Z",0.0893416
"2021-02-20T12:00:00.000Z",0.058877792
"2021-02-21T12:00:00.000Z",0.07832028
"2021-02-22T12:00:00.000Z",0.039391346
"2021-02-23T12:00:00.000Z",0.114165336
"2021-02-24T12:00:00.000Z",0.06968118
"2021-02-25T12:00:00.000Z",0.07254167
"2021-02-26T12:00:00.000Z",0.09953714
"2021-02-27T12:00:00.000Z",0.16258891
"2021-02-28T12:00:00.000Z",0.1419383
"2021-03-01T12:00:00.000Z",0.1897309
"2021-03-02T12:00:00.000Z",0.20421422
"2021-03-03T12:00:00.000Z",0.19382595
"2021-03-04T12:00:00.000Z",0.096872106
"2021-03-05T12:00:00.000Z",0.029304126
"2021-03-06T12:00:00.000Z",0.09962318
"2021-03-07T12:00:00.000Z",0.062580064
"2021-03-08T12:00:00.000Z",0.12593314
"2021-03-09T12:00:00.000Z",0.19638845
"2021-03-10T12:00:00.000Z",0.10113928
"2021-03-11T12:00:00.000Z",0.026274292
"2021-03-12T12:00:00.000Z",0.13207148
"2021-03-13T12:00:00.000Z",0.15622257
"2021-03-14T12:00:00.000Z",0.08836887
"2021-03-15T12:00:00.000Z",0.023773115
"2021-03-16T12:00:00.000Z",0.054865457
"2021-03-17T12:00:00.000Z",0.15794794
"2021-03-18T12:00:00.000Z",0.07752663
"2021-03-19T12:00:00.000Z",0.17988636
"2021-03-20T12:00:00.000Z",0.019928377
"2021-03-21T12:00:00.000Z",0.20826507
"2021-03-22T12:00:00.000Z",0.07364263
"2021-03-23T12:00:00.000Z",0.066684164
"2021-03-24T12:00:00.000Z",0.012933512
"2021-03-25T12:00:00.000Z",0.13787478
"2021-03-26T12:00:00.000Z",0.16464277
"2021-03-27T12:00:00.000Z",0.079348125
"2021-03-28T12:00:00.000Z",0.042612407
"2021-03-29T12:00:00.000Z",0.07263662
"2021-03-30T12:00:00.000Z",0.061586928
"2021-03-31T12:00:00.000Z",0.2833597
"2021-04-01T12:00:00.000Z",0.24444392
"2021-04-02T12:00:00.000Z",0.094447754
"2021-04-03T12:00:00.000Z",0.11455626
"2021-04-04T12:00:00.000Z",0.13510707
"2021-04-05T12:00:00.000Z",0.18529938
"2021-04-06T12:00:00.000Z",0.23087974
"2021-04-07T12:00:00.000Z",0.26915318
"2021-04-08T12:00:00.000Z",0.31191766
"2021-04-09T12:00:00.000Z",0.41128716
"2021-04-10T12:00:00.000Z",0.40047032
"2021-04-11T12:00:00.000Z",0.28145018
"2021-04-12T12:00:00.000Z",0.1854501
"2021-04-13T12:00:00.000Z",0.050583452
"2021-04-14T12:00:00.000Z",0.21429557
"2021-04-15T12:00:00.000Z",0.28485462
"2021-04-16T12:00:00.000Z",0.3641701
"2021-04-17T12:00:00.000Z",0.2943997
"2021-04-18T12:00:00.000Z",0.14806856
"2021-04-19T12:00:00.000Z",0.15766585
"2021-04-20T12:00:00.000Z",0.2058043
"2021-04-21T12:00:00.000Z",0.35211378
"2021-04-22T12:00:00.000Z",0.3905573
"2021-04-23T12:00:00.000Z",0.4041554
"2021-04-24T12:00:00.000Z",0.3779616
"2021-04-25T12:00:00.000Z",0.25468752
"2021-04-26T12:00:00.000Z",0.12544852
"2021-04-27T12:00:00.000Z",0.16787401
"2021-04-28T12:00:00.000Z",0.08534058
"2021-04-29T12:00:00.000Z",0.10023646
"2021-04-30T12:00:00.000Z",0.17189589
"2021-05-01T12:00:00.000Z",0.19115408
"2021-05-02T12:00:00.000Z",0.23098138
"2021-05-03T12:00:00.000Z",0.18509519
"2021-05-04T12:00:00.000Z",0.18283619
"2021-05-05T12:00:00.000Z",0.05798838
"2021-05-06T12:00:00.000Z",0.22317858
"2021-05-07T12:00:00.000Z",0.3135099
"2021-05-08T12:00:00.000Z",0.20714584
"2021-05-09T12:00:00.000Z",0.09303691
"2021-05-10T12:00:00.000Z",0.2516865
"2021-05-11T12:00:00.000Z",0.15067369
"2021-05-12T12:00:00.000Z",0.22044507
"2021-05-13T12:00:00.000Z",0.2682304
"2021-05-14T12:00:00.000Z",0.11955312
"2021-05-15T12:00:00.000Z",0.085940905
"2021-05-16T12:00:00.000Z",0.09818047
"2021-05-17T12:00:00.000Z",0.07211673
"2021-05-18T12:00:00.000Z",0.056557313
"2021-05-19T12:00:00.000Z",0.0946251
